family,name,n_vertices,n_hyperedges,mean_arity,source_bytes,rep,stage,wall_ns,output_bytes
tree,tree_20_k3,20,19,2.0,9902,8,mjcf,36288,6105
tree,tree_20_k3,20,19,2.0,9902,8,dot,7785,1650
tree,tree_20_k3,20,19,2.0,9902,8,mermaid,12173,1631
tree,tree_20_k3,20,19,2.0,9902,9,compile,709878,0
tree,tree_20_k3,20,19,2.0,9902,9,urdf,96712,13074
tree,tree_20_k3,20,19,2.0,9902,9,sdf,80622,17753
tree,tree_20_k3,20,19,2.0,9902,9,gazebo,175682,19128
tree,tree_20_k3,20,19,2.0,9902,9,mjcf,36118,6105
tree,tree_20_k3,20,19,2.0,9902,9,dot,7775,1650
tree,tree_20_k3,20,19,2.0,9902,9,mermaid,12524,1631
tree,tree_50_k3,50,49,2.0,24818,0,compile,1397315,0
tree,tree_50_k3,50,49,2.0,24818,0,urdf,223201,32980
tree,tree_50_k3,50,49,2.0,24818,0,sdf,175160,44548
tree,tree_50_k3,50,49,2.0,24818,0,gazebo,323901,46270
tree,tree_50_k3,50,49,2.0,24818,0,mjcf,90220,15954
tree,tree_50_k3,50,49,2.0,24818,0,dot,19778,4048
tree,tree_50_k3,50,49,2.0,24818,0,mermaid,31750,3849
tree,tree_50_k3,50,49,2.0,24818,1,compile,1388369,0
tree,tree_50_k3,50,49,2.0,24818,1,urdf,222259,32980
tree,tree_50_k3,50,49,2.0,24818,1,sdf,189127,44548
tree,tree_50_k3,50,49,2.0,24818,1,gazebo,321206,46270
tree,tree_50_k3,50,49,2.0,24818,1,mjcf,89719,15954
tree,tree_50_k3,50,49,2.0,24818,1,dot,18785,4048
tree,tree_50_k3,50,49,2.0,24818,1,mermaid,31490,3849
tree,tree_50_k3,50,49,2.0,24818,2,compile,1451918,0
tree,tree_50_k3,50,49,2.0,24818,2,urdf,223892,32980
tree,tree_50_k3,50,49,2.0,24818,2,sdf,175972,44548
tree,tree_50_k3,50,49,2.0,24818,2,gazebo,319794,46270
tree,tree_50_k3,50,49,2.0,24818,2,mjcf,95701,15954
tree,tree_50_k3,50,49,2.0,24818,2,dot,19587,4048
tree,tree_50_k3,50,49,2.0,24818,2,mermaid,31439,3849
tree,tree_50_k3,50,49,2.0,24818,3,compile,1390032,0
tree,tree_50_k3,50,49,2.0,24818,3,urdf,223161,32980
tree,tree_50_k3,50,49,2.0,24818,3,sdf,176543,44548
tree,tree_50_k3,50,49,2.0,24818,3,gazebo,330623,46270
tree,tree_50_k3,50,49,2.0,24818,3,mjcf,88036,15954
tree,tree_50_k3,50,49,2.0,24818,3,dot,19266,4048
tree,tree_50_k3,50,49,2.0,24818,3,mermaid,31269,3849
tree,tree_50_k3,50,49,2.0,24818,4,compile,1398197,0
tree,tree_50_k3,50,49,2.0,24818,4,urdf,232108,32980
tree,tree_50_k3,50,49,2.0,24818,4,sdf,174218,44548
tree,tree_50_k3,50,49,2.0,24818,4,gazebo,326606,46270
tree,tree_50_k3,50,49,2.0,24818,4,mjcf,89539,15954
tree,tree_50_k3,50,49,2.0,24818,4,dot,19387,4048
tree,tree_50_k3,50,49,2.0,24818,4,mermaid,34294,3849
tree,tree_50_k3,50,49,2.0,24818,5,compile,1387978,0
tree,tree_50_k3,50,49,2.0,24818,5,urdf,241776,32980
tree,tree_50_k3,50,49,2.0,24818,5,sdf,174379,44548
tree,tree_50_k3,50,49,2.0,24818,5,gazebo,327487,46270
tree,tree_50_k3,50,49,2.0,24818,5,mjcf,90090,15954
tree,tree_50_k3,50,49,2.0,24818,5,dot,19537,4048
tree,tree_50_k3,50,49,2.0,24818,5,mermaid,31699,3849
tree,tree_50_k3,50,49,2.0,24818,6,compile,1383209,0
tree,tree_50_k3,50,49,2.0,24818,6,urdf,231707,32980
tree,tree_50_k3,50,49,2.0,24818,6,sdf,175040,44548
tree,tree_50_k3,50,49,2.0,24818,6,gazebo,315134,46270
tree,tree_50_k3,50,49,2.0,24818,6,mjcf,88196,15954
tree,tree_50_k3,50,49,2.0,24818,6,dot,19297,4048
tree,tree_50_k3,50,49,2.0,24818,6,mermaid,31480,3849
tree,tree_50_k3,50,49,2.0,24818,7,compile,1385843,0
tree,tree_50_k3,50,49,2.0,24818,7,urdf,221557,32980
tree,tree_50_k3,50,49,2.0,24818,7,sdf,173347,44548
tree,tree_50_k3,50,49,2.0,24818,7,gazebo,311919,46270
tree,tree_50_k3,50,49,2.0,24818,7,mjcf,91672,15954
tree,tree_50_k3,50,49,2.0,24818,7,dot,19527,4048
tree,tree_50_k3,50,49,2.0,24818,7,mermaid,31580,3849
tree,tree_50_k3,50,49,2.0,24818,8,compile,1372980,0
tree,tree_50_k3,50,49,2.0,24818,8,urdf,222249,32980
tree,tree_50_k3,50,49,2.0,24818,8,sdf,194847,44548
tree,tree_50_k3,50,49,2.0,24818,8,gazebo,348969,46270
tree,tree_50_k3,50,49,2.0,24818,8,mjcf,89629,15954
tree,tree_50_k3,50,49,2.0,24818,8,dot,19607,4048
